movie_title,genre,director,lead_actor,production_company,country_of_origin,language,rating,box_office_sales,budget,release_date,digital_release_date
Since You Went Away,Drama|War,Vail Rhodes,Valentino Sorbey,Mynte,Ukraine,Akan,3.7,2890801.67,88662.81,4/27/2004,4/4/2026
Two Solutions for One Problem (Dow Rahehal Baraye yek Massaleh),(no genres listed),Dedie Patrie,Edgard Kilfeder,Eadel,Indonesia,Manx,7.0,1827129.46,93257.12,4/30/2025,1/28/2026
Starlet,Drama,Jameson Yoskowitz,Dane Toler,Yakijo,China,Fijian,0.6,8236618.4,41069.68,8/11/2002,8/16/2021
Designing Woman,Comedy,Odell Hallstone,Koo Headford,Devpoint,Indonesia,Malay,2.5,1155960.26,27500.4,9/17/2005,5/28/2021
"Time Machine, The",Action|Adventure|Sci-Fi,Euphemia Allot,Jenda Knoles,Eare,China,Esperanto,3.0,8094876.02,69987.44,7/29/2003,3/21/2020
Elevator,Comedy|Drama,Bartel Ritson,Wiley Huckett,Aimbo,China,Ido,1.1,7276663.02,98776.92,6/16/2012,2/12/2022
Guest from the Future (Gostya iz buduschego),Adventure|Drama|Sci-Fi,Lilah McCarl,Elicia Gallahue,Gabspot,Brazil,German,6.6,3786059.03,53761.96,9/21/2022,3/14/2026
RocknRolla,Action|Crime,Teodora Lecount,Suzie Cordon,Nlounge,Norway,Kuanyama,1.8,7206187.67,51168.15,7/20/2011,4/4/2023
Nob Hill,Drama|Musical,Paco McNamara,Jillie Bearham,Jabbersphere,Togo,Inuktitut,4.9,9684753.61,63509.35,11/26/2011,10/20/2023
Will Success Spoil Rock Hunter?,Comedy|Romance,Shelli L' Estrange,Keelby Laverty,Teklist,Brazil,Galician,6.0,8257280.76,53171.13,4/18/2016,3/28/2023
Paid,Crime|Drama|Film-Noir,Zerk Boase,Nil Bidewel,Omba,Japan,Albanian,6.4,5632894.58,82280.5,3/27/2021,6/4/2024
"Baron Blood (Orrori del castello di Norimberga, Gli)",Horror,Georgia Petrus,Nikolos Yakob,Realcube,Indonesia,Dutch,9.3,2086280.18,20747.17,7/18/2008,3/18/2024
Werner - Gekotzt wird später,Animation|Comedy,Kalie Vogele,Larine Gawthorpe,Avaveo,Costa Rica,Breton,4.2,1677075.15,49562.27,5/3/2002,5/20/2020
"Town Called Hell, A",Action|Comedy|Drama|Western,Farleigh Ghidini,Horatio Driuzzi,Skiba,Brazil,Cornish,7.6,7581344.53,37082.8,7/15/2003,9/3/2024
"Queen and I, The (Drottningen och jag)",Documentary,Welch Waylett,Zechariah Syvret,Devpulse,China,Tahitian,6.5,8943906.0,60523.7,9/25/2004,3/19/2020
Striking Distance,Action|Crime,Winnifred Dahmel,Sharlene Rodriguez,Blogtags,Indonesia,Avestan,6.0,6956837.31,87363.44,9/26/2001,8/17/2022
Blue Collar Comedy Tour: The Movie,Comedy|Documentary,Tildy Udy,Vyky Iliffe,Dabfeed,Venezuela,Shona,9.2,1865325.81,15088.62,9/19/2003,10/18/2023
Root of All Evil?,Documentary,Roderic Giovannardi,Ardra Oller,Blogpad,China,Yoruba,3.1,6184261.27,89883.93,10/22/2011,2/26/2021
Easy A,Comedy|Romance,Simone Chansonne,Derby Ryall,Dabvine,Philippines,Marshallese,8.3,7489097.71,82493.42,8/19/2016,12/10/2025
Ticket To Romance (En enkelt til Korsør),Comedy|Drama|Romance,Kelsey Mangham,Elliott Rodgerson,Edgeblab,Philippines,Dzongkha,5.6,8444423.13,87258.24,9/10/2006,9/2/2022
Super Mario Bros.,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,Kristopher Martynka,Alvan Million,Yodel,Iran,Xhosa,0.6,5916995.03,10749.42,3/6/2009,12/14/2023
"Bruno (Dress Code, The)",Comedy|Drama,Edik Emanuelov,Trisha Bellinger,Kwideo,China,Albanian,5.6,1827178.07,48391.48,2/16/2026,7/30/2025
Head of State,Comedy,Salomi Douse,Faith Jumonet,Viva,China,Kurdish,2.1,3576549.86,40229.17,8/27/2008,3/9/2024
Ocean's Thirteen,Crime|Thriller,Stacie Coupland,Any Nevett,Thoughtworks,Sri Lanka,Malay,8.1,2620106.34,85309.31,8/6/2000,10/26/2025
Elling,Comedy|Drama,Bettine Blaze,Rosanne Filipiak,Rhynyx,Sweden,Spanish,9.3,483990.09,34051.49,10/19/2025,12/18/2023
Fat Kid Rules the World,Comedy,Averil Scarr,Tisha Mityushkin,Tagopia,Thailand,Amharic,5.1,8402017.21,65036.68,2/23/2011,4/21/2022
Argentina latente,Documentary,Clerissa Vedstra,Anthiathia Andrewartha,Jabbertype,Norway,Tigrinya,1.5,6615035.13,53118.17,3/3/2003,7/25/2022
"Castle of the Living Dead (Castello Dei Morti Vivi, Il)",Horror|Sci-Fi|Thriller,Ally Deniseau,Jenda Stadden,Roodel,Yemen,Bosnian,6.9,3749443.66,44297.86,11/17/2012,2/16/2025
Pirates,Adventure|Comedy,Ches Ladley,Nedda Kobiela,Jayo,Sweden,Tswana,9.4,1780895.88,65072.56,5/3/2025,3/2/2022
"Deal, The",Drama,Darcy Gaylord,Elianora Ickeringill,Quamba,China,Slovenian,2.7,2289092.37,89473.41,12/6/2014,3/11/2026
Shadow Boxers,Documentary,Domingo Pinches,Reginald Ellwood,Kanoodle,China,Kanuri,4.8,9840126.44,66476.3,11/5/2014,2/19/2024
Something's Gotta Give,Comedy|Drama|Romance,Sherlock Borwick,Leighton Sproston,Jaxnation,Venezuela,Quechua,5.0,1516982.87,44142.64,12/27/2001,1/26/2020
Moonbase,Sci-Fi,Georgia Trengove,Florry Maggorini,Bubblemix,Mexico,Dutch,5.5,6769096.8,57783.12,3/27/2015,4/8/2025
Godzilla 2000 (Gojira ni-sen mireniamu),Action|Adventure|Sci-Fi,Lorrin Jaggar,Dion Vanne,Photojam,China,Oromo,5.7,3554711.11,61856.97,8/18/2012,4/13/2021
Capricious Summer (Rozmarné léto),Comedy,Genny Weldon,Tulley Conahy,Flashpoint,Georgia,Bashkir,9.4,3056785.2,62718.77,8/26/2015,10/3/2025
Putzel,Comedy|Romance,Lindy Stronough,Randell Greiser,Eimbee,Czech Republic,Chichewa,10.0,1588469.49,23058.71,3/23/2024,10/23/2023
"Last Sunset, The",Western,Krystal Kilban,Jilli Dunton,Quimba,Indonesia,Bambara,7.5,9799019.45,74785.74,7/2/2015,6/26/2024
Excalibur,Adventure|Fantasy,Sukey Benyon,Felice Dorken,Livetube,Sweden,"Sotho, Southern",2.2,5874790.25,54974.9,8/20/2020,9/29/2020
Damnation Alley,Drama|Sci-Fi|Thriller,Burk Dugall,Gray Pamplin,Kwinu,Russia,Telugu,5.2,3911324.12,88150.21,6/19/2004,8/2/2023
Branded,Action|Drama|Mystery|Sci-Fi,Taddeusz Sealove,Haily Stollard,Thoughtsphere,Philippines,Kalaallisut,2.2,6608067.93,49162.32,2/19/2012,8/29/2022
Seven Years Bad Luck,Comedy,Gina Swatradge,Hube Petrina,Realcube,New Zealand,Quechua,9.4,3819703.83,68968.38,7/5/2017,6/20/2022
Death Note,Adventure|Crime|Drama|Horror|Mystery,Hilarius Crennan,Umberto Kabisch,Devbug,Brazil,Kalaallisut,6.7,1280879.5,90324.11,5/22/2006,1/15/2026
L.I.E.,Drama,Jimmy Tzuker,Sal Gallally,Fivechat,Indonesia,Kashmiri,9.0,577412.55,45367.73,8/18/2016,10/10/2022
Super High Me,Comedy|Documentary,Leanora Boot,Norry O'Scollee,Wordify,Poland,Akan,0.4,2182811.32,35611.01,12/3/2010,7/20/2022
Magic & Bird: A Courtship of Rivals,Documentary,Kennedy Strangeway,Melonie Philpin,Yadel,South Sudan,Afar,9.0,6206913.25,41238.11,11/16/2013,2/6/2025
High Roller: The Stu Ungar Story,Drama,Jermaine Pyott,Jaclyn Greasley,Twitterbridge,Indonesia,Pali,4.1,2607357.3,50415.03,11/26/2025,6/28/2022
"Decameron, The (Decameron, Il)",Comedy|Drama,Aloisia Morrell,Elsy Slaght,Babbleopia,Russia,Northern Sami,6.0,1346363.61,57484.08,1/13/2003,11/28/2024
The Sex and Violence Family Hour,(no genres listed),Athena Canellas,Anselma McReynold,Edgeblab,Latvia,Kashmiri,2.8,8491417.27,31397.14,11/6/2013,1/12/2021
Torture Garden,Horror,Barnebas Freire,Geneva Gowrich,Thoughtworks,Indonesia,Tajik,8.2,4252078.04,51751.44,12/8/2025,1/13/2021
Dog Park,Comedy|Romance,Ivor Floyde,Vinson Hukin,Lazz,Poland,Northern Sami,2.6,7698797.13,53795.89,10/7/2024,3/16/2026
Poison Ivy,Drama|Thriller,Neda Turone,Wain Crossfeld,Quatz,Philippines,Cornish,1.6,3212184.12,29420.67,1/6/2021,12/6/2024
Flicka,Children|Drama,Miranda Cirlos,Godart Pulhoster,Zoovu,Philippines,Cree,0.7,9707338.25,30801.84,6/6/2013,11/1/2024
Sazen Tange and the Pot Worth a Million Ryo,Comedy|Drama,Zonda Brocklebank,Evvie Mutimer,Flashdog,Kazakhstan,Manx,9.7,2582319.71,57598.7,7/21/2010,5/25/2022
Crime After Crime,Documentary,Amata Beceril,Liane Dederick,Aimbu,Portugal,Bislama,9.9,2748409.22,31384.36,6/21/2007,9/24/2024
Little Fridolf Becomes a Grandfather,Comedy,Jay Bettaney,Reena Screach,Gabtune,China,Czech,5.8,9196760.47,41341.15,1/18/2017,3/19/2024
"Road, The",Adventure|Drama|Thriller,Dionis Bletsoe,Cello Le Surf,Kazu,France,Yiddish,4.4,6532345.61,71447.17,12/22/2010,1/29/2021
"Hatful of Rain, A",Drama,Sybila Hallex,Kelli Jahnisch,Skaboo,Indonesia,Church Slavic,0.6,9727500.93,19948.53,8/19/2024,10/31/2021
Scream of Fear (a.k.a. Taste of Fear),Horror|Mystery|Thriller,Torey Ricardon,Meaghan Durant,Riffpedia,Slovenia,Komi,9.8,2852833.16,28196.23,7/21/2022,4/19/2022
Casual Relations,Drama,Dory Drew,Correy Bende,Oyoba,Brazil,Slovenian,8.6,8821157.1,81786.42,11/2/2015,4/10/2022
"River, The",Drama,Padraig Fidal,Pen Yeude,Thoughtworks,China,Bosnian,0.6,3563165.09,30041.49,8/5/2024,9/19/2024
Essex Boys,Crime|Thriller,Urbano Peace,Aloisia McNulty,Feednation,Cuba,Interlingua (International Auxiliary Language Association),6.4,8641820.56,15387.99,4/3/2002,1/22/2024
"Burma Conspiracy, The (Largo Winch II)",Action|Adventure|Thriller,Skipper Secker,Hagan Breed,Gigaclub,Australia,Kikuyu,1.8,8790531.05,79174.89,9/16/2014,11/6/2021
"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le)",Comedy|Drama|Fantasy,Maureen Sawers,Corbin Coolbear,Quamba,Colombia,Estonian,3.3,7523878.0,87424.95,7/1/2000,5/17/2020
Jean de Florette,Drama|Mystery,Bennie Baukham,Hughie Carlisle,Rhyloo,Ireland,Czech,6.8,185952.67,15222.33,4/28/2003,8/6/2024
Word Wars,Comedy|Documentary|Drama,Ginnie Ginley,Demetris Havenhand,Eimbee,Indonesia,Chechen,3.9,7600017.88,22558.93,1/29/2021,1/4/2024
"Mayday at 40,000 Feet!",Adventure,Bernadine Imeson,Aretha Reims,Mycat,Czech Republic,Kuanyama,3.8,6932639.27,73768.33,9/5/2019,5/16/2024
Escape from New York,Action|Adventure|Sci-Fi|Thriller,Raddy Perdue,Dianna Serjent,Wikizz,China,Korean,0.2,1496710.89,55745.61,7/10/2001,9/7/2025
"Producers, The",Comedy,Ave Darque,Jocelyn Woodall,Gigazoom,Germany,Irish,2.9,9583350.8,37722.93,4/7/2003,7/12/2022
Phantasm,Horror|Sci-Fi,Kellen Capstaff,Lanny Rubinowitz,Twinder,Indonesia,Haitian,9.9,4899419.91,39499.51,8/26/2013,10/28/2024
Pitkä kuuma kesä,Comedy|Drama,Galen Soitoux,Read Bramford,Thoughtbeat,Sweden,Kirghiz,3.4,1311203.87,86475.26,12/19/2011,4/5/2022
"Thief of Paris, The (Le voleur)",Comedy|Crime|Drama,Robinetta Mayzes,Hildegarde Redler,Topicstorm,China,Kuanyama,8.5,2291945.17,35309.44,8/23/2025,8/21/2024
Dark Water (Honogurai mizu no soko kara),Drama|Horror|Mystery|Thriller,Frederico Birley,Johny Medler,Buzzster,China,German,0.7,922541.53,57941.99,5/22/2005,3/8/2022
Lemming,Drama|Mystery|Thriller,Garrard Hrus,Dane Crickmer,Abatz,China,Czech,6.1,6047869.69,38581.93,4/14/2013,3/11/2021
Broadway Melody of 1936,Musical|Romance,Jehu Shilladay,Jeno Redmore,Topicblab,Indonesia,Aragonese,4.7,5622548.2,73457.84,2/26/2012,3/11/2026
The Hound of the Baskervilles,Adventure|Drama|Horror|Mystery,Elston Bembrick,Jocelyn Brigginshaw,Tagpad,Albania,Tahitian,8.4,8107687.52,72373.65,3/29/2019,7/8/2024
"Velvet Vampire, The",Fantasy|Horror,Prue Keune,Delaney Abramzon,Miboo,Colombia,Ukrainian,6.0,7529034.56,91972.16,5/15/2025,11/9/2024
"Good-bye, My Lady",Drama,Lacie Silber,Kial Birtle,Podcat,China,Kurdish,7.8,5308078.71,12012.65,1/7/2022,9/7/2023
"Ultimate Warrior, The",Action|Sci-Fi|Thriller,Ricky Penwright,Erena Hurworth,Jabbercube,China,Tagalog,3.0,6107136.91,16203.43,2/4/2012,7/31/2024
Hollow Man II,Action|Horror|Sci-Fi|Thriller,Roselin Hounsham,Hill Coal,Dazzlesphere,Kenya,Basque,5.1,5668484.27,29581.33,7/12/2023,4/30/2026
"Patent Leather Kid, The",Drama,Richmond Huske,Maegan Ledger,Topdrive,Brazil,Navajo,3.3,3386765.74,19942.99,11/11/2021,1/19/2024
Not on the Lips (Pas sur la bouche),Comedy|Musical|Romance,Bruno Rentalll,Archy Begin,Zoomdog,Indonesia,Basque,9.6,9847061.68,10112.78,12/18/2008,10/29/2025
Flow,Documentary,Tuckie Barkhouse,Deeyn Fearney,Skivee,Philippines,Kanuri,6.3,999279.33,30084.71,4/4/2026,7/6/2022
Titan A.E.,Action|Adventure|Animation|Children|Sci-Fi,Eudora Wyper,Arnold Jorn,Quatz,Japan,Inuktitut,5.6,4629929.92,30655.45,12/14/2003,6/13/2020
Barabbas,Drama,Ailee Varey,Nicko Giacobilio,Yakidoo,Indonesia,Kinyarwanda,8.3,7368412.85,70791.43,11/17/2019,8/28/2022
"Dreamworlds II: Desire, Sex, Power in Music Video",Documentary,Carney Jiruch,Kingsly Drache,Avaveo,Brazil,"Greek, Modern (1453-)",5.6,9758970.33,92537.95,6/29/2012,10/11/2025
Separation City,Comedy|Drama|Romance,Nicolais Gawthorpe,Rickie Puttan,Latz,Democratic Republic of the Congo,Belarusian,0.3,7822056.53,21458.28,12/26/2000,12/6/2021
Point and Shoot,Documentary,Rickard Croxley,Michal Padrick,Skimia,Russia,Icelandic,1.4,8974798.58,11048.41,3/19/2025,11/13/2020
I Heart Monster Movies,Documentary|Horror,Doll Scirman,Josepha Badwick,Rhyzio,China,Georgian,8.8,6539116.96,65007.69,6/30/2025,12/30/2023
Getting It Right,Comedy|Drama,Roanne Gilhespy,Debera Mintoft,Divape,South Africa,Bosnian,9.6,4439737.46,92317.09,2/8/2001,3/9/2024
Brooklyn Bridge,Documentary,Noll Fisby,Carr Menaul,Jazzy,China,Sango,5.6,681927.82,78967.94,3/23/2016,2/29/2024
Stranger Than Paradise,Comedy|Drama,Carolina Yerrell,Sonia Blaymires,Feedfire,Indonesia,Abkhazian,0.4,3510473.98,21325.1,4/17/2024,11/3/2024
"41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It, The",Comedy,August McQueen,Renato Coston,Zooxo,China,Akan,8.0,914237.58,55533.77,10/27/2023,8/30/2023
"Big Country, The",Romance|Western,Ettore Curman,Corenda Daltry,Jabbertype,Kazakhstan,Chamorro,9.7,1646401.29,86789.12,4/20/2025,12/24/2024
Milk,Drama,Harrison Meredith,Hinze Delany,Cogilith,Norway,Tonga (Tonga Islands),0.1,6758121.23,34597.96,8/9/2005,7/10/2021
"Starving Games, The",Comedy,Elonore Renowden,Harland Borleace,Jetwire,Kazakhstan,Tagalog,9.2,4842770.94,27704.45,3/21/2021,3/20/2024
"Swimming Pool, The (La piscine)",Crime|Drama,Yard Agent,Sib Hearns,Zoomdog,China,Yoruba,9.2,6327294.93,41878.19,6/20/2010,7/15/2025
One Point O,Drama|Mystery|Sci-Fi|Thriller,Collete Acosta,Umberto Baxstair,Realpoint,China,Faroese,8.2,9502769.8,37404.69,8/15/2015,12/31/2022
Unconditional,Drama,Eadmund Terrazzo,Elisabetta Lutsch,Eazzy,Greece,Marathi,1.3,6080637.32,87616.65,10/14/2000,5/16/2021
Star!,Musical,Ailene Hellier,Tamqrah Caulton,Quinu,Poland,Sanskrit,2.1,7239033.06,23981.24,9/28/2019,10/28/2025
"Human Tornado, The",Action|Comedy,Cariotta Pogg,Natalie Girdler,Pixoboo,Sri Lanka,Northern Sami,1.4,9141842.13,99332.38,2/15/2005,7/7/2023
Into the White (Cross of Honour),Action|Drama|War,Reena Coultard,Pierson Ditchfield,Ooba,Ukraine,Igbo,1.4,7370843.4,97431.4,5/6/2017,7/28/2023
"Hobbit: An Unexpected Journey, The",Adventure|Fantasy|IMAX,Ethelin Reap,Onfre Sturges,Thoughtbeat,El Salvador,Bislama,0.4,395975.42,98830.93,6/25/2023,5/26/2024
Triangle (Tie saam gok),Action,Joyous Priel,Jessamyn Tapenden,Livefish,Czech Republic,Tahitian,9.1,7381244.29,92241.67,5/7/2011,2/2/2026
Iraq in Fragments,Documentary|War,Russell Wint,Dore Bavidge,Kwinu,Philippines,Ojibwa,5.8,5131639.12,30839.25,7/9/2014,12/11/2025
Viola,Drama,Jorry Ickovitz,Kassia Baxstar,Plajo,Philippines,Irish,7.5,5480932.96,90824.92,8/29/2019,4/17/2026
Donkey Hide (Oslinaya shkura),Children|Comedy|Fantasy|Romance,Gisella Axleby,Barthel Brandon,Jaxnation,Russia,Manx,7.5,4400392.05,27404.47,4/17/2007,6/12/2023
Carts of Darkness,Documentary,Klarika Orford,Heddie Pinnere,Feedfire,Poland,Inuktitut,4.7,8590462.67,32397.54,11/27/2010,4/20/2025
Carry On... Up the Khyber,Adventure|Comedy,Aymer Courtese,Minta Blazhevich,Yamia,Russia,Hausa,3.0,9188497.95,26504.24,8/9/2018,8/31/2023
Combien Tu M'aimes? (How Much Do You Love Me?),Comedy|Romance,Fred Bartke,Yance Ouldred,Aivee,Indonesia,Akan,6.6,8789860.65,43301.65,4/24/2014,3/31/2021
American Sniper,Action|War,Loleta McConnell,Marchall Russon,Omba,Malawi,Dutch,5.4,6462144.26,25722.75,8/14/2011,7/1/2020
From Hell,Crime|Horror|Mystery|Thriller,Carce Bartalin,Hirsch Hoovart,Kimia,Poland,Kanuri,1.8,3375619.87,29451.26,6/14/2025,12/2/2024
"Black Swan, The",Adventure,Carmencita Shine,Phyllys Iacomo,Kwimbee,Philippines,Western Frisian,4.3,3324854.88,57421.7,7/10/2019,5/15/2024
Kiss of Death,Crime|Drama|Thriller,Costanza Twinborne,Kenna Charlet,Meedoo,Canada,Spanish,8.5,7230196.62,54168.37,3/10/2003,6/5/2025
The 39 Steps,Crime|Mystery|Thriller,Janene Ambrogetti,Danielle Zorzutti,Jetpulse,Greece,Czech,0.5,4982908.18,91252.96,12/20/2013,1/31/2026
Imitation of Life,Drama|Romance,Arman Lilburn,Dorisa Croad,Innotype,Indonesia,English,6.5,3784979.93,17320.18,8/28/2000,12/27/2020
Leprechaun 4: In Space,Comedy|Fantasy|Horror|Sci-Fi,Roi Mulrean,Karlee Foystone,Camido,France,German,8.0,7860244.64,81971.76,1/19/2018,4/7/2022
London Boulevard,Crime|Romance,Bria Beckensall,Myrvyn MacTeggart,Dabfeed,Iran,Kikuyu,3.4,8843526.61,94027.69,12/24/2002,3/2/2022
"Southern Yankee, A",Comedy|War|Western,Emmett Bonifazio,Shannah Labern,Gigazoom,Norway,Sinhala,0.6,6435178.05,63263.38,10/22/2015,11/26/2025
"Incredible Hulk Returns, The",Action|Adventure|Drama|Sci-Fi,Matelda Schulken,Deonne Lydden,Voomm,Philippines,Malagasy,5.9,3226509.15,96803.69,2/10/2016,6/8/2025
"Last Castle, The",Action,Jordon Lowey,Lillian Coatham,Rhybox,Indonesia,Twi,2.1,6950858.61,27861.42,5/20/2022,4/10/2024
Nantucket Film Festival's Comedy Roundtable,Comedy|Documentary,Barrie Hackin,Hurleigh Billingsly,Mydeo,Portugal,Spanish,6.0,2294740.72,19997.32,7/18/2025,4/11/2020
Happily Ever After,Animation|Children|Comedy|Musical,Nariko Woolf,Dietrich Bulfoy,Wikibox,Indonesia,Pushto,2.2,2412351.09,55880.57,4/8/2012,4/8/2020
Return to Oz,Adventure|Children|Fantasy,Ado Jurs,Chandra Rotlauf,Myworks,Japan,Kinyarwanda,0.1,1238157.6,66782.76,2/4/2024,4/17/2021
Station West,Action|Mystery|Romance|Western,Sheila Crut,Hakim Sine,Wordtune,Myanmar,"Greek, Modern (1453-)",5.4,1205246.27,70333.78,1/9/2000,1/25/2024
Kiss Kiss - Bang Bang,Adventure|Comedy,Taddeo Barroux,Shoshanna Vettore,Livetube,Belarus,Georgian,2.1,1032003.99,86773.41,1/5/2005,6/28/2025
The Moromete Family,Drama,Corie Quakley,Felipa Flower,Eabox,Poland,Arabic,8.8,1423475.86,57628.49,10/2/2005,4/8/2022
Battle of the Warriors,Action|Drama|War,Antonella Fontes,Baillie Grigorini,Trudoo,Poland,Ndonga,0.7,7453765.97,94744.77,10/3/2001,12/20/2022
Singapore Sling (Singapore sling: O anthropos pou agapise ena ptoma),Crime|Film-Noir|Horror|Romance|Thriller,Lorine McAusland,Ximenez Jodlowski,Tagtune,United States,Tatar,7.4,1542900.27,58677.71,10/9/2024,2/6/2020
White Irish Drinkers,Drama,Ellary Kiezler,Donny Dobbison,Devify,China,Catalan,5.4,6367700.48,57489.87,6/24/2014,1/22/2024
Love Don't Cost a Thing,Drama|Romance,Madeline Coulling,Gregg Stigger,Twimbo,Japan,Korean,6.8,608720.87,47765.18,1/22/2003,2/17/2023
Affluenza,Drama,Mathew Kaubisch,Cece Lynds,Brainlounge,Indonesia,Latvian,8.8,4806050.59,48200.26,8/3/2001,12/11/2024
"Devil's Nightmare, The (Plus longue nuit du diable, La)",Fantasy|Horror,Tyler Sommerlie,John O'Lennane,Ntags,Indonesia,"Ndebele, South",8.6,7569031.56,36245.63,2/28/2020,9/14/2020
Don Jon,Comedy|Drama|Romance,Rycca Bruno,Darcie Densie,Trudeo,Portugal,Fijian,8.7,1846739.84,94066.01,2/19/2007,6/12/2022
Meet Joe Black,Romance,Antony Biasio,Hersch Parris,Meezzy,Poland,Romansh,7.7,1722847.92,41177.3,2/23/2019,9/11/2021
Keep Your Right Up,Comedy|Drama,Ari Jelk,Padgett Nelson,Photobug,Greece,Tswana,6.5,6580414.0,45546.99,2/20/2009,3/15/2025
Buck,Documentary,Malcolm Vickress,Jeramie Cruden,Realpoint,Brazil,Kuanyama,3.2,6098146.9,86843.42,5/12/2010,9/6/2024
I Woke Up Early the Day I Died,Comedy|Crime|Thriller,Delora Marvin,Baily Towriss,Linklinks,Russia,Spanish,4.5,8663760.48,76755.96,12/25/2003,1/11/2025
Km. 0 - Kilometer Zero (Kilómetro cero),Comedy|Drama,Doreen Breeds,Gui Waberer,Tagcat,Indonesia,Romanian,1.5,4269592.33,31914.05,7/12/2001,1/14/2020
Girl Crazy,Comedy|Musical|Romance,Rosamond Caile,Shayna Elwell,Realcube,China,Turkish,5.1,8383920.39,58240.26,2/18/2017,11/2/2023
"Boys of St. Vincent, The",Drama,Adrea Willmot,Toni Gilbank,Avamba,Japan,Serbian,2.9,4895223.06,42588.67,11/10/2002,9/15/2025
The Man From The Alamo,Western,Davita Wife,Star Di Francecshi,Oozz,Morocco,Tigrinya,1.1,7020881.33,41319.8,3/10/2023,10/20/2025
"Good Night, The",Comedy|Drama|Fantasy|Musical|Romance,Ciro Forrington,Onfroi Flecknell,Eadel,Brazil,Korean,4.9,3574245.36,20005.54,11/7/2007,11/14/2025
Abbott and Costello in the Foreign Legion,Adventure|Comedy,Iver Laphorn,Gabey Dewicke,Centidel,China,"Bokmål, Norwegian",3.5,8127007.45,18199.09,8/2/2008,12/4/2023
Walk on the Wild Side,Drama,Almire Grzesiewicz,Raeann Ireson,Mymm,Portugal,Breton,8.3,1425529.43,80422.38,7/29/2012,3/11/2023
Burnt Offerings,Horror,Niel Jelley,Aurelie Keese,Bubbletube,Egypt,Oromo,4.9,4052556.09,20200.71,7/26/2019,12/3/2025
Bulletproof,Action|Comedy|Crime,Ward Melland,Sharai Yakobowitz,Buzzdog,Brazil,Ewe,4.7,3861219.34,46404.34,4/16/2013,8/9/2025
Bait,Action|Horror|Thriller,Gregorius Dunbobbin,Eirena Dybell,Tanoodle,Ireland,Mongolian,7.9,2998338.83,26024.37,12/15/2013,2/12/2026
Whoopee!,Comedy|Musical,Maureen Sertin,Jordon Iorizzo,Trilia,China,Malayalam,5.1,2591786.74,52736.39,11/5/2021,5/9/2020
"Assassination (Ansatsu) (Assassination, The) (Assassin, The)",Action|Drama,Revkah Inglis,Maury Balaizot,Yoveo,Paraguay,Sundanese,5.1,5804267.55,65897.68,9/16/2001,9/6/2023
Twisted Nerve,Crime|Drama|Horror|Thriller,Davina O'Nions,Brandais Newick,Photofeed,Japan,Xhosa,8.0,5081493.65,30593.45,4/27/2020,5/12/2024
French Fried Vacation 2 (Les bronzés font du ski),Comedy,Olympe Rabbet,Walliw Comelli,Shuffledrive,Mexico,Swedish,3.6,4636777.39,22329.64,7/26/2012,8/25/2023
Pepe,Comedy|Musical,Malia Tayspell,Siana Kasting,Zoovu,Venezuela,Bashkir,2.4,1516437.22,36680.91,11/30/2004,11/5/2022
Storyville,Drama|Thriller,Colin Castelow,Ozzie Turfes,Buzzshare,Sweden,Lingala,4.4,7521850.65,17548.44,1/18/2007,12/30/2021
"Cat's Meow, The",Drama|Thriller,Rudie Joblin,Cleve De Blasio,Tavu,Indonesia,Romanian,7.8,4072052.91,11803.62,7/1/2008,7/27/2024
Manual of Love 2 (Manuale d'amore (capitoli successivi)),Comedy|Romance,Martica De Freyne,Lyndsey Marishenko,Bubblemix,China,Samoan,2.6,1994430.43,30212.15,8/27/2001,9/7/2023
People Will Talk,Comedy|Romance,Coralyn Brogan,Therine Titchen,Cogidoo,Lithuania,Sundanese,1.4,6879681.57,23951.38,7/31/2020,3/4/2024
Not of This Earth,Sci-Fi,Roxanna Newark,Clywd Shepley,Jetwire,China,Lingala,0.4,8674505.12,37178.33,7/27/2005,11/25/2021
Victor/Victoria,Comedy|Musical|Romance,Mac Wittering,Cybill Rowlands,Vimbo,Indonesia,Hiri Motu,4.8,1764668.39,62939.81,10/17/2014,10/24/2021
Land and Freedom (Tierra y libertad),Drama|War,Siegfried Sharrocks,Paulina Prinne,Shufflester,New Zealand,Bulgarian,5.6,773687.19,58941.28,3/18/2002,8/21/2020
My Bloody Valentine 3-D,Horror|Thriller,Sidonnie Fyldes,Arney Crother,Mybuzz,Philippines,Igbo,2.7,9773057.22,92705.7,11/30/2003,12/3/2024
"Andromeda Strain, The",Sci-Fi,Sky Rosterne,Zilvia Buckle,Jamia,Honduras,Portuguese,2.2,5423962.7,78974.76,2/18/2007,10/13/2023
Taking Woodstock,Comedy,Cherrita Clayton,Rakel MacMeekan,Bubblemix,Norway,Maori,9.9,303426.64,53313.0,9/28/2009,10/8/2025
Batman: Mystery of the Batwoman,Action|Animation|Children|Crime,Olva Iban,Perla Tilston,Wordtune,Philippines,Chuvash,9.3,2405325.22,91987.42,12/14/2017,9/1/2024
