movie_title,genre,director,lead_actor,production_company,country_of_origin,language,rating,box_office_sales,budget,release_date,digital_release_date
Shadows,Crime,Orlan Kinglake,Egbert Aseef,Eazzy,Indonesia,Kanuri,6.0,6793832.36,440245.83,9/17/2025,4/28/2016
Elena and Her Men (Paris Does Strange Things) (Elena et les hommes),Crime,Dena Sully,Shaylynn McCaw,InnoZ,Russia,Ndonga,3.2,2234502.4,485091.86,9/21/2024,7/13/2025
Dance with Me,Drama,Sheilakathryn Grise,Ingeborg Oxenbury,Edgewire,Yemen,Kanuri,1.0,4653852.24,381265.85,8/21/2016,1/7/2019
Giallo,Romance,Karmen Goady,Giorgia Meegan,Flipopia,Austria,Inuktitut,9.9,4249316.92,641034.06,12/12/2024,4/7/2022
"Story of Mankind, The",Crime,Zandra Turney,Dev Wilshin,Thoughtblab,South Africa,Pushto,1.4,3881842.96,635960.54,10/14/2016,1/4/2025
8:28 am (8 Uhr 28),Drama,Bruis Keys,Dulcine Digginson,Aimbu,Vietnam,Avaric,4.2,4168486.8,346563.88,6/10/2020,9/1/2015
25th Hour,Horror,Barbaraanne Brummitt,Rona Webermann,Buzzshare,Benin,Somali,8.4,4692553.03,904082.69,9/28/2015,2/5/2019
Since Otar Left (Depuis qu'Otar est parti...),Sci-Fi,Cacilia Ronaldson,Lynnell Spowage,Vimbo,Indonesia,Shona,0.9,1001685.63,53393.04,12/13/2021,6/23/2020
Symbiopsychotaxiplasm: Take One,Horror,Danni Defraine,Martguerita Simunek,Yombu,Indonesia,Chichewa,2.5,7360278.71,836879.31,12/6/2021,1/3/2024
Bad Biology,Drama,Sherwood Attenbrough,Iolanthe Rehm,Gabspot,Malaysia,Ojibwa,8.0,3093320.65,881013.08,9/11/2019,8/13/2016
Blood Done Sign My Name,Comedy,Theresa Murcott,Clare Hullyer,Skaboo,Philippines,Tagalog,2.5,7998702.33,942879.98,5/12/2024,3/19/2017
No Flesh Shall Be Spared,Crime,Shelia Arstall,Krysta Goodall,Gigabox,China,Galician,4.3,1657092.93,611247.31,1/9/2021,10/20/2023
Siegfried & Roy: The Magic Box,Romance,Korry Ezele,Fionnula Venable,Photofeed,Vietnam,Haitian,9.3,4430663.52,143067.42,2/24/2018,9/1/2021
By the Bluest of Seas (U samogo sinego morya),Fantasy,Lita Dyball,Waneta Yurenev,Shuffletag,Brazil,Russian,5.0,9874721.03,341346.65,12/11/2025,7/28/2021
Big Jim McLain,Sci-Fi,Giovanna Beevors,Craggy Overell,Devify,Guatemala,Interlingua (International Auxiliary Language Association),6.3,348321.58,918666.86,6/27/2019,4/23/2025
Star Wars: Episode I - The Phantom Menace,Drama,Hunter Matityahu,Dodi Neilson,Oyoba,China,Malayalam,4.1,1035080.83,476118.54,4/24/2023,3/2/2017
"Welcome, or No Trespassing",Horror,Bailey Kohneke,Nancee Maltby,Yotz,Brazil,Romanian,8.8,6272430.25,678280.43,12/31/2019,8/2/2017
The Forgotten Woman,Fantasy,Ferrell Feltoe,Vikki Begbie,Livefish,Russia,Fijian,8.3,7132789.09,302070.24,10/4/2025,5/29/2015
Rosencrantz and Guildenstern Are Undead,Crime,Cesare Dye,Adrea Marc,Thoughtbridge,Greece,Lithuanian,9.0,7883811.9,546952.57,7/14/2017,7/28/2023
Two Little Boys,Romance,Schuyler Brisson,Rodd Hessentaler,Twitterbridge,Portugal,Georgian,6.9,5175044.16,105812.68,4/20/2025,9/2/2018
Midnight Bayou,Drama,Zachariah Doctor,Tannie Apark,Eayo,Croatia,Cree,0.9,4408719.42,743209.58,6/18/2017,4/6/2019
Seduced and Abandoned (Sedotta e abbandonata),Comedy,Marys Eric,Arty Jeffry,Fivechat,Nigeria,Kikuyu,7.7,5302544.7,756612.46,5/4/2021,10/3/2024
Everything About Mustafa (Mustafa hakkinda hersey),Thriller,Carree Dixon,Corene Chinnick,Mydo,Canada,Oriya,2.4,807760.02,772612.06,9/5/2019,5/2/2024
The Epic of Everest,Crime,Clemens Schneider,Cynde Abbado,Centimia,Czech Republic,Chuvash,0.8,1674343.61,567949.47,1/11/2024,3/11/2018
"Big Town, The",Sci-Fi,Corenda Castle,Sayre Gianolo,Eazzy,Brazil,Ido,7.6,4168156.82,771797.75,2/19/2018,9/17/2018
"Downfall (Untergang, Der)",Thriller,Salmon Child,Fidel Quibell,Yamia,China,Walloon,0.5,4528843.11,199633.23,4/25/2018,2/14/2016
Kiki's Delivery Service,Romance,Annadiane Kohrs,Bridget Felder,Blogtags,Indonesia,Kashmiri,7.1,745484.59,140111.42,10/25/2023,4/1/2016
Schmatta: Rags to Riches to Rags,Comedy,Ricky Renforth,Lily Aloshkin,Mycat,South Korea,Sindhi,9.9,7848434.72,797325.92,12/11/2018,4/12/2025
"Hunt, The (Caza, La)",Adventure,Isak Hugueville,Arni Ommanney,Brainsphere,China,"Bokmål, Norwegian",0.4,3929267.05,910183.4,1/20/2020,9/30/2019
Let My Puppets Come,Fantasy,Horacio Raden,Odie Porrett,Kaymbo,China,Ndonga,7.4,2144489.07,839961.24,4/16/2021,9/7/2018
Voices,Horror,Maia Canton,Ingrim Oty,Quire,Russia,Tajik,5.7,521223.06,138198.47,8/3/2020,2/3/2020
"Sunfish, The (Klumpfisken)",Thriller,Juieta Tolliday,Evangelia Saphir,Mydo,France,Tamil,4.6,5762347.47,230168.22,12/23/2022,6/24/2025
Undercover Blues,Thriller,Natasha Toon,Matias Foulks,Wordpedia,Peru,Yoruba,6.3,1677370.61,220334.55,4/26/2016,8/7/2019
The Strange Affair,Horror,Flint Accombe,Crystal Barnsdale,Mybuzz,China,Somali,7.7,335360.82,374620.21,4/12/2015,5/12/2023
When Evening Falls on Bucharest or Metabolism,Action,Pen Spary,Jobina Daenen,Oyonder,Mongolia,Polish,9.9,5810559.12,183611.46,11/14/2024,4/9/2024
Yesterday Girl (Abschied von gestern - Anita G.),Romance,Paolo Bezants,Desiri Lindenbaum,Oyoyo,Sweden,Slovak,0.3,7442826.6,918889.07,11/10/2021,12/13/2015
Striking Distance,Horror,Mill Yakunchikov,Louis Grindell,Thoughtstorm,France,"Greek, Modern (1453-)",6.0,6178111.45,248420.05,5/20/2023,2/8/2024
Oklahoma Crude,Fantasy,Vassili Beatty,Gillan Brimelow,Eire,China,Arabic,7.8,5802493.67,554113.06,10/8/2022,7/7/2016
When Dinosaurs Ruled the Earth,Horror,Griffy Franies,Bennett Kestin,Skipfire,France,Turkmen,7.7,7668286.17,362822.64,10/19/2024,1/8/2017
Kids of the Round Table,Action,Leon Hebden,Quent Kupper,Edgeify,Indonesia,Tonga (Tonga Islands),8.6,2443814.7,292679.94,9/27/2015,9/21/2023
Dean Spanley,Romance,Ali Aird,Christiane Goodwyn,Meevee,New Zealand,"Greek, Modern (1453-)",0.3,5648715.42,145768.17,12/24/2022,12/15/2019
Brest Fortress (Brestskaya krepost),Action,Bari Whorlton,Shepard Ruf,Plajo,Portugal,"Sotho, Southern",9.3,4364980.3,494214.1,4/2/2021,8/8/2016
Hellbound?,Thriller,Vilma Breit,Estelle Hayfield,Linklinks,Russia,Hindi,5.6,3494637.58,319212.83,10/25/2018,6/21/2021
Night Crossing,Sci-Fi,Bay Kerford,Adaline McFadzean,Browsetype,Poland,Northern Sami,6.0,4445387.03,50363.27,3/4/2022,6/25/2018
Slave Ship,Adventure,Ozzie Rawlingson,Geoff Tompkinson,Skipfire,Indonesia,Aragonese,9.6,4382299.08,22754.88,9/20/2024,3/8/2018
Joe Somebody,Romance,Gertruda Dutson,Ike MacGeaney,Mycat,China,Akan,8.7,6353596.79,979469.93,8/7/2018,6/7/2022
American Grindhouse,Action,Percival Brunnstein,Fields Trevaskiss,Kazio,China,Portuguese,1.9,9594422.99,834536.08,7/11/2017,3/2/2023
Paying the Price: Killing the Children of Iraq,Thriller,Kylie Hearley,Lisetta Rosenberger,Gigaclub,Bulgaria,Oriya,1.7,2824378.29,94454.26,2/10/2020,11/24/2019
Tell Me Something (Telmisseomding),Sci-Fi,Gillian Marsland,Layla Perigeaux,Skyndu,Latvia,Malayalam,9.9,2065825.8,371368.44,6/12/2015,12/29/2016
Looking for Richard,Adventure,Margette Nowland,Emmalynn Castagnasso,Kwideo,Indonesia,French,8.8,3267858.31,586330.2,12/22/2019,7/30/2015
Babel,Fantasy,Yehudi Tythe,Petronia Knightly,Yodel,China,Belarusian,9.6,9730026.23,992099.98,10/14/2016,6/18/2018
I Wanna Hold Your Hand,Sci-Fi,Kassey Hoogendorp,Sloane Rudgard,Blogtags,Poland,Igbo,9.3,8670387.66,53362.86,3/15/2024,3/12/2017
Miami Rhapsody,Action,Donielle Padrick,Gabbi Braunroth,Brainbox,Czech Republic,Estonian,7.6,7723777.31,780417.54,1/31/2025,11/28/2020
Hardboiled Egg (Ovosodo),Drama,Valli Isoldi,Patrizius Shearston,Twimm,China,Sinhala,4.8,6869143.55,320368.82,5/18/2015,7/31/2017
Eva (a.k.a. Eve),Adventure,Stanislaus Kollaschek,Kissiah Monteath,Topicware,Portugal,"Ndebele, North",8.5,4395976.3,630618.14,9/6/2021,12/12/2024
Death and Cremation,Adventure,Ashbey Van Waadenburg,Phillipe Pendergast,Eayo,France,Pali,7.2,1664900.02,684397.7,5/10/2020,7/7/2020
"Star Is Born, A",Drama,Rosamond Mitford,Mia Styan,Browsezoom,Philippines,Gujarati,9.0,3364097.52,987301.62,10/8/2022,12/14/2023
Five Dedicated to Ozu,Crime,Marcile Checchi,Scarface Greves,Eazzy,China,Nauru,0.2,8573236.14,216542.76,12/1/2017,5/29/2022
Plenty,Romance,Parry Purdon,Amble Ceaplen,Yamia,Bolivia,Turkish,6.5,7090718.06,659970.25,9/25/2019,9/12/2015
Super 8,Horror,Chris Grzesiak,Pierre Gurry,Fivechat,Chad,Marshallese,2.9,1751977.0,723856.11,11/2/2021,7/2/2015
Coraline,Adventure,Paloma Haggerty,Rafaelia Storer,Vitz,South Africa,Arabic,5.6,8043327.0,59078.92,1/15/2020,10/18/2015
"Painted Veil, The",Adventure,Lauryn Bwye,Peta Karlolak,Twinder,Croatia,Marshallese,3.4,2756820.54,809878.81,1/1/2022,8/18/2019
35 Up,Action,Sheela Greatland,Erv Roloff,Rooxo,Mauritius,Limburgan,8.6,3151984.83,753989.22,7/1/2020,9/7/2022
City of Joy,Thriller,Florentia Ventam,Lulu Bollin,Jatri,Brazil,Guarani,8.5,384129.69,325950.8,2/2/2019,8/28/2025
Revolution,Sci-Fi,Christoffer Naul,Leeann Trevithick,Oyoyo,El Salvador,Belarusian,9.6,3745636.11,327831.25,7/6/2019,11/28/2024
Man on Fire,Crime,Hermy Agastina,Teri Dysart,Pixope,China,Irish,8.1,5319217.44,212645.85,9/17/2023,5/11/2023
Edison Force (a.k.a. Edison),Romance,Wilbert Pattini,Yuri Bech,Yakitri,Kenya,Tonga (Tonga Islands),3.8,3352355.23,604386.11,5/7/2017,10/12/2019
Double Take,Horror,Wells D'Adamo,Gale Sworder,Chatterpoint,Sweden,Fulah,1.4,7092163.97,485540.34,4/19/2024,6/16/2024
Frankenstein Unbound,Fantasy,Alecia Willetts,Ilyssa Gilardi,Myworks,Belarus,Kanuri,6.6,3353143.1,744234.6,6/22/2023,5/6/2016
Thin Ice,Action,Kirby Angove,Nikolai Featley,Eadel,Russia,Afrikaans,2.5,6934287.98,802644.66,1/19/2023,12/29/2023
"Raven, The",Crime,Amelie Barneveld,Walden Imms,Bubbletube,Indonesia,Lao,7.3,466037.0,571342.92,11/19/2025,7/30/2023
Crazy as Hell,Romance,Revkah Gendricke,Garek Vosper,Oyondu,Ireland,Tahitian,8.3,7921934.88,153816.31,10/14/2025,9/26/2017
Great Day in the Morning,Fantasy,Dorette Dalton,Shelley Apfelmann,Photofeed,China,Czech,1.5,1875151.47,796262.78,12/25/2023,3/1/2017
Disneyland Dream,Drama,Sybille Sibyllina,Estrellita Tunnow,Vinte,France,"Sotho, Southern",8.6,4997343.46,271343.95,9/5/2024,8/18/2023
"Docks of New York, The",Drama,Robinetta Perrigo,Edithe Kowalski,Eamia,Czech Republic,Luba-Katanga,5.2,4698284.86,354990.81,4/4/2018,2/2/2023
Love You You,Adventure,Daveen Theobalds,Barbabra Sander,Rooxo,Indonesia,Tonga (Tonga Islands),9.9,2683727.88,157594.87,8/26/2015,3/26/2019
Shoot the Moon,Crime,Annadiane Blinerman,Joe Drains,Avavee,China,Bislama,2.9,628616.7,969599.6,8/4/2018,11/30/2017
Tyler Perry's Daddy's Little Girls,Adventure,Kari Carne,Stuart Golder,Teklist,Cambodia,Bosnian,4.2,7092040.64,272674.02,1/27/2024,11/28/2022
Brain Damage,Drama,Lorianna Stonebanks,Tiebout Stent,Thoughtsphere,Georgia,Luxembourgish,9.7,4404921.08,631907.01,2/5/2023,5/11/2015
Call Me Crazy: A Five Film,Thriller,Garvy Petticrew,Candace Ladbrooke,Innojam,Philippines,Divehi,9.0,6239241.9,823982.69,12/6/2016,9/2/2021
"Twonky, The",Romance,Davita Clapham,Izabel Ferraro,Browsetype,China,Swedish,9.2,9367761.48,82327.73,1/16/2024,10/21/2021
Island at War,Romance,Doll Shetliff,Phylys Gosney,Rhyloo,Netherlands,Ido,9.9,7046701.62,162737.73,12/28/2017,6/4/2023
Mr. North,Action,Savina Farquarson,Abe Siely,Topiczoom,Indonesia,Chinese,5.6,980227.07,622449.38,10/4/2018,7/23/2017
Jamie and Jessie Are Not Together,Action,Sheffie Spearman,Michele Urlich,Kwilith,Russia,Tigrinya,8.6,506461.48,382850.08,1/8/2021,6/4/2024
Down to Earth,Comedy,Marlane Hysom,Allison Moulden,Wikizz,Brazil,Lingala,3.5,4407774.57,298097.96,9/13/2018,2/26/2016
Cinderella,Thriller,Normie Geri,Micaela Katte,Riffwire,China,Sichuan Yi,2.7,6978167.68,992192.2,1/1/2021,3/20/2021
This Time Around,Sci-Fi,Andros Kellock,Leupold Rubi,Jaxspan,Russia,Chamorro,1.2,1869426.29,35824.8,5/21/2020,5/3/2022
Listen to Britain,Comedy,Byran Pegrum,Jocelyne Fullwood,Kwinu,Canada,Sichuan Yi,0.4,9644103.03,549621.17,2/20/2022,10/20/2018
"Cabin in the Woods, The",Crime,Kane Maffezzoli,Haley Beldam,Oozz,Finland,Panjabi,5.7,1489935.15,492785.76,7/26/2024,7/5/2023
Life with Father,Drama,Nertie Kolis,Dahlia Ogg,Dazzlesphere,Iran,Russian,5.3,7151490.04,613149.02,6/25/2021,12/22/2016
Midnight Mary,Sci-Fi,Levey Molden,Jerald Henriques,Skipfire,China,Maltese,2.2,2534483.24,587282.72,1/9/2022,5/22/2022
Witch Hunt,Horror,Carley Larose,Angelia Cleynaert,Rhyloo,Greece,Armenian,2.9,1876200.28,371552.11,10/3/2024,8/18/2019
Lord of Tears,Thriller,Garald Josefowicz,Ardene Kiehne,Zoovu,Sweden,Spanish,4.7,2089594.22,211651.17,3/5/2015,3/21/2023
"Sugar Curtain, The (El telón de azúcar)",Drama,Marilee Fanning,Darnall Hassent,Devbug,Portugal,Basque,3.0,5558499.13,313717.42,3/28/2019,4/1/2017
Desire Under the Elms,Fantasy,Lilla Tancock,Edlin Brik,Voonte,Slovenia,Croatian,2.3,7804789.9,632770.77,5/2/2023,12/26/2021
Irina Palm,Crime,Tootsie Jobes,Bendix Goldney,Blogtags,Indonesia,Chinese,2.9,5765926.9,689603.41,1/15/2020,8/26/2019
Madame Bovary,Adventure,Darlleen Hinstock,Fanchon Bassett,Fivespan,Pakistan,Cree,8.4,2326908.32,353359.88,8/21/2019,10/5/2019
"Willow Tree, The (Beed-e majnoon)",Fantasy,Angy Farnsworth,Nady Strick,Quimm,China,Romansh,5.6,606036.92,906745.92,2/24/2022,7/6/2019
Mulan,Drama,Stanislaw Filippucci,Nickola Cannop,Devpulse,Poland,Aymara,6.2,3433001.1,466261.27,6/19/2019,1/4/2025
Tru Confessions,Romance,Kaycee MacIver,Damiano English,Ailane,United States,Turkish,9.0,3332947.45,843363.55,10/30/2016,1/29/2020
"Climax, The",Thriller,Dalton Sibley,Carmel Venediktov,Camido,Indonesia,Avaric,7.1,9263075.23,655066.14,12/8/2019,8/7/2022
"Park Is Mine, The",Crime,Burnard Goodlet,Dorelle Oldacre,Aibox,Portugal,Sardinian,3.5,6241271.3,613558.86,1/17/2015,6/19/2024
"Last Lovecraft: Relic of Cthulhu, The",Horror,Major Melliard,Raye Coulston,Linklinks,Peru,Kazakh,10.0,284235.45,129035.29,7/7/2025,2/22/2017
Jessie James Meets Frankenstein's Daughter,Comedy,Marcie Lawleff,Lorettalorna Vella,Lazz,China,Bislama,9.0,6094936.41,930384.45,9/9/2024,2/14/2021
"Inheritance, The (Arven)",Comedy,Theobald Wingham,Sayres Janic,Livetube,Slovenia,Latvian,4.0,3155104.95,784649.12,9/15/2025,7/27/2020
"Jerk Theory, The",Adventure,Monroe Weight,Waldemar Jurisch,Meetz,France,Estonian,5.1,6601183.82,803423.17,11/22/2022,10/10/2023
Topper Returns,Fantasy,Twila Larroway,Ray Bleything,Fivechat,Philippines,Catalan,5.9,1591962.74,879949.64,9/1/2024,2/17/2019
Twister,Horror,Eugenius McKernan,Kally O'Monahan,Cogilith,Thailand,Divehi,1.4,2840071.34,853671.92,2/12/2018,8/21/2022
Hamlet,Crime,Balduin Bagshaw,Pauli Dekeyser,Riffwire,Sweden,Urdu,9.5,6824452.85,583559.95,4/22/2015,3/1/2023
Zodiac,Horror,Lauren Murkus,Monah Stopper,Dynava,Indonesia,Persian,4.6,8876923.28,751460.18,8/4/2017,7/23/2020
"Hobbit: The Desolation of Smaug, The",Comedy,Riki Parkhouse,Carmelita Pedel,Youspan,China,Romansh,8.1,1023286.99,461599.17,5/28/2021,10/16/2017
Daddy Long Legs,Horror,Becca Houchen,Keene Polk,Oba,Brazil,Nepali,3.7,6026066.74,851827.74,10/19/2016,12/16/2016
Berlin Alexanderplatz,Adventure,Cindra Rein,Lorry Napolitano,Fivechat,Indonesia,Spanish,5.4,4442828.33,567166.74,5/24/2019,1/31/2023
35 and Ticking,Horror,Tomkin Paulus,Cordell Slocom,Dabtype,Sweden,Faroese,4.4,6425719.37,897306.12,5/29/2022,11/13/2021
"Wild Angels, The",Romance,Cookie Mochar,Gabi Husthwaite,Brainverse,Russia,Sardinian,3.5,5588474.86,985343.46,7/6/2019,11/28/2018
"American Soldier, The (Der amerikanische Soldat)",Thriller,Redford Nanuccioi,Kellyann Alway,Realpoint,Czech Republic,Polish,4.4,6018106.04,410329.55,10/31/2023,4/25/2020
Carbon Nation,Comedy,Christin Witz,Delora Spours,Centidel,China,Afrikaans,6.8,478002.84,741250.12,6/15/2017,12/7/2015
She Hate Me,Crime,Barbaraanne Roby,Filip Ludlam,Skibox,China,Azerbaijani,9.3,5654214.7,763195.91,2/11/2017,4/23/2019
Brotherhood of Death,Horror,Town McCome,Agata Muzzlewhite,Realpoint,China,Thai,0.4,5723397.24,192158.04,6/24/2017,6/12/2015
Who Do I Gotta Kill?,Adventure,Brok Duffil,Hamel Camlin,Lazzy,Philippines,Turkish,1.5,485974.44,947066.12,2/10/2024,8/19/2021
Faces of Death 4,Action,Stephen Gounard,Nathanil Mattinson,Wordtune,United States,"Bokmål, Norwegian",0.7,4038019.57,672432.63,7/1/2016,2/14/2018
Occupant,Sci-Fi,Percy Ciccarello,Kristofor Tewkesbury.,Realcube,Indonesia,Hungarian,9.8,2119134.55,38140.56,9/2/2018,1/1/2021
West Point,Horror,Dulcie Westgarth,Rheta Condell,Jaxnation,China,Tibetan,6.6,6539397.47,491383.16,3/14/2016,2/23/2023
Cheers for Miss Bishop,Thriller,Mickie Fellibrand,Carlee Fitch,Gigashots,Thailand,Gaelic,2.9,5300514.89,655738.97,11/29/2021,8/13/2020
So Young (Zhi wo men zhong jiang shi qu de qing chun),Horror,Shantee Dunlap,Howey Isworth,Topicware,Sweden,Irish,7.9,2103834.47,736293.18,11/24/2024,6/13/2015
Flash Gordon Conquers the Universe,Fantasy,Edee Naisby,Lynnell Cockshoot,Quimba,China,French,0.5,8205208.61,851156.57,4/1/2020,2/2/2019
Tidal Wave,Adventure,Neel Berrisford,Stevie Coulton,Zoombeat,Thailand,Kurdish,4.6,4520277.3,255758.39,8/26/2015,4/12/2016
Man About Town,Crime,Lissie Hazeman,Tyne Paoletto,Izio,Brazil,Danish,4.7,3031531.89,142269.16,12/26/2019,9/8/2020
Guilty as Sin,Comedy,Tadeas Peasnone,Kyle Fenna,Tekfly,China,Central Khmer,2.3,9602073.02,106992.13,2/24/2016,8/13/2020
Female Vampire (Les avaleuses) (Erotic Kill),Comedy,Julianne Mousdall,Normand Wiggans,Riffpath,Malawi,Marshallese,3.5,8784675.96,23953.56,11/19/2015,6/18/2023
"5 Deadly Venoms, The (Wu du) (Five Deadly Venoms)",Drama,Marisa Vanes,Prudi Scirman,Einti,Indonesia,Divehi,1.1,7009100.15,753126.0,6/6/2023,4/30/2019
When Eight Bells Toll,Thriller,Curran Jakubovski,Tedd Leadley,Skipstorm,South Africa,"Ndebele, North",8.5,7706313.85,70535.16,12/10/2024,1/28/2019
Monty Python's The Meaning of Life,Horror,Judas Thicking,Cathlene Yakubovics,Flipstorm,Indonesia,Igbo,5.8,5314639.39,91488.65,3/26/2019,12/23/2017
Typhoon (Tae-poong),Horror,Tanner Adamthwaite,Katerine Hulett,Vipe,Argentina,Swati,3.8,4487865.29,380518.31,2/5/2025,4/4/2018
