movie_title,genre,release_date,director,lead_actor,box_office_sales,rating,production_company,country_of_origin,language,budget,sequel
The Gift of Love,Horror,10/16/2009,Roosevelt Franies,Violante Rowlson,7886100.28,1.8,Ozu,France,Macedonian,758979.24,FALSE
Gasland Part II,Drama,10/5/2016,Aleta Acom,Huntley Heigl,4427093.79,5.2,Quinu,Afghanistan,Basque,387432.56,FALSE
Catastroika,Horror,5/10/2022,Hilly Muneely,Melitta Wignall,6723116.29,1.3,Yotz,Venezuela,Ukrainian,211712.05,FALSE
Singles,Sci-Fi,6/22/2002,Kakalina Hamal,Berrie Josowitz,1495173.58,7.7,Eimbee,Chile,Arabic,406024.73,FALSE
Even Dwarfs Started Small (Auch Zwerge haben klein angefangen),Sci-Fi,1/25/2005,Meryl Spurge,Elton Feldfisher,4117063.84,6.6,Eadel,China,Yiddish,463355.98,FALSE
Dreams (Kvinnodröm),Drama,9/6/2014,Gabrila Eadon,Coral Maypother,908191.5,1.1,Centimia,Netherlands,Cree,250735.26,TRUE
Dancing Lady,Horror,1/24/2011,Buffy Yashnov,Hillier Sherred,8588295.09,1,Yacero,Bulgaria,Hiri Motu,646788.1,FALSE
Moebius Redux: A Life in Pictures,Drama,9/28/2016,Conn Treadger,Lillian O'Sharry,7843400.1,2.3,Flipbug,Yemen,Telugu,930915.81,TRUE
"Good Marriage, A (Beau mariage, Le)",Horror,11/26/2001,Kaia Dinjes,Chester Sivil,9749580.75,4.5,Nlounge,Indonesia,Thai,532055.2,TRUE
Mail Order Bride,Horror,2/24/2013,Ransom Bringloe,Nestor Alven,7525796.66,6.3,Buzzdog,Russia,Bulgarian,73194.32,TRUE
"Wing and the Thigh, The (L'aile ou la cuisse)",Action,11/25/2002,Karalee Elsom,Con Trunkfield,4852398.24,3,Feedbug,Bulgaria,Afrikaans,37978.8,FALSE
Johnny Handsome,Action,4/20/2010,Logan de Chastelain,Delia Maskrey,9956481.72,3.7,Pixope,Indonesia,Church Slavic,24071.19,FALSE
East Meets West (Dung sing sai tsau 2011),Sci-Fi,2/1/2022,Myrtie Otham,Lenora Shurlock,1366765.62,0,Skimia,Indonesia,Corsican,978496.28,FALSE
Made in Heaven,Horror,5/16/2019,Launce Beeswing,Petronille Woolner,2545325.2,3.7,Quimba,Venezuela,Quechua,792275.94,FALSE
Night Watch (Nochnoy dozor),Comedy,8/13/2007,Lila Mannin,Bren Knight,2628631.21,4,Realbridge,Netherlands,Zulu,306679.84,TRUE
Boogie Nights,Drama,6/18/2002,Timoteo Maffulli,Gertie Gallear,4705642.35,9.9,Vidoo,China,Luxembourgish,333961.04,TRUE
La liga no es cosa de hombres,Action,5/29/2001,Margo Kilshall,Agnella Gilligan,6693578.09,1.6,Kazu,China,Tswana,947717.24,FALSE
5th Day of Peace (Dio è con noi),Sci-Fi,9/4/2017,Corenda Tregido,Gun Piers,3773528.69,4,Twinder,China,Igbo,316096.16,TRUE
Keeping Mum,Drama,11/10/2009,Tito Komorowski,Humfrey Renak,7193302.78,3.8,Linklinks,China,Indonesian,831987.8,TRUE
"Night of the Iguana, The",Comedy,5/10/2004,Monti Emanuel,Gerta Bosson,7806327.1,7.5,Jamia,Malaysia,Nauru,778470.6,TRUE
Brothers of the Head,Horror,12/26/2007,Heda Gommey,Herrick Rihosek,9708457.47,5.4,Jaxspan,Yemen,Hungarian,319300.79,TRUE
Princesas,Drama,11/25/2020,Lek Keynd,Leontine Lamers,2482360.54,3.2,Mynte,Ireland,Wolof,649800.93,TRUE
Finian's Rainbow,Comedy,6/14/2022,Lyndsay McMichan,Ted Stickens,8633243.63,9.7,Gabtype,Thailand,Thai,11582.64,FALSE
"Perfect Storm, The",Comedy,8/5/2021,Conchita Douty,Devonna Strongitharm,3412502.17,1.3,Divape,China,Armenian,636840.96,TRUE
We Live Again,Action,8/19/2015,Roddy O'Feeney,Putnam Granger,6300013.47,9,Meetz,China,Urdu,222988.85,TRUE
"Quiet Ones, The",Comedy,3/7/2008,Jean MacGeaney,Joyan Crake,2029327.96,7.6,Yambee,Indonesia,Latin,583991.65,FALSE
Chronicles (Crónicas),Drama,6/6/2006,Cindee Belshaw,Ritchie Brauninger,1294501.59,2.8,Divavu,Macao,Igbo,245434.41,FALSE
Lemon Tree,Drama,8/1/2020,Issiah Ebbett,Saunder Trillow,7941660.57,5.5,Realfire,Brazil,Kinyarwanda,856682.12,TRUE
Steak,Drama,7/8/2001,Terrel Rimell,Emanuele De Stoop,9502004.93,7.5,Jaxworks,Cameroon,Cree,462402.67,FALSE
The Law of the Weakest,Comedy,10/13/2018,Barbette Crockley,Elysee Fenners,3907104.35,4.5,Mynte,Spain,Gaelic,264396.58,TRUE
Heart of a Lion (Leijonasydän),Drama,9/22/2012,Irina McDoual,Tore Denton,382334.93,9.1,Voonder,Croatia,"Sotho, Southern",336993.83,TRUE
It Happened to Jane,Comedy,9/29/2012,Red Petroff,Erhart Baulcombe,4454289.7,1,Jabberstorm,Russia,Javanese,95147.5,FALSE
"Boxer, The",Sci-Fi,11/9/2006,Collete Darco,Raddy McRoberts,2387068.05,0.6,Zoonder,Thailand,Kazakh,946647.59,TRUE
Shenandoah,Comedy,5/22/2008,Valle Decruse,Laurens MacDermott,9221075.05,0.8,Innotype,Trinidad and Tobago,Kalaallisut,413246.32,FALSE
Let's Not Get Angry (Ne nous fâchons pas),Horror,7/4/2017,Orlando Smitten,Donetta Bapty,4992048.8,4.4,Fivebridge,Sweden,Vietnamese,290359.04,FALSE
Ride Along,Comedy,3/27/2011,Paxton Maling,Brantley Remmers,3348310.43,0.3,Eamia,Panama,Abkhazian,899942.93,TRUE
Robin Hood: Men in Tights,Action,9/25/2016,Sofie Charker,Carol-jean Jahncke,7832922.86,0.2,Pixonyx,Philippines,Walloon,611210.55,TRUE
"Summer at Grandpa's, A (Dong dong de jia qi)",Horror,11/1/2004,Shurlocke Dolder,Ransom Grimsell,4013703.02,8.6,Yambee,China,Yoruba,551964.85,FALSE
Marjoe,Drama,11/11/2022,Ashia Restorick,Imelda Jessep,9779315.23,9.5,Dabtype,Namibia,Hindi,222496.42,FALSE
Cookers,Sci-Fi,1/10/2001,Carlynn Filippi,Jenna Kibbel,631045.78,8.4,Dazzlesphere,Czech Republic,Zhuang,382644.75,FALSE
Hot Pursuit,Drama,6/18/2008,Marc Smickle,Mallory Juarez,6384993.54,6.5,Ntag,Russia,Oriya,683392.2,FALSE
Hobson's Choice,Drama,7/16/2011,Ashia Camilletti,Aurlie Channer,3662638.08,1.5,Blogtags,Syria,Kikuyu,857836.03,FALSE
Moving McAllister,Horror,8/5/2008,Jeff Novkovic,Natalie Lippard,5166513.67,7,Meezzy,Poland,Hiri Motu,749991.65,TRUE
Sapphire,Action,12/23/2008,Jeffry Cheshir,Cori Ganniclifft,4655848.98,8,Livetube,Indonesia,Lao,787308.44,FALSE
Supernova,Sci-Fi,4/10/2017,Gene Taverner,Briana Jerrold,8390968.57,6.4,Wordtune,Indonesia,Welsh,208529.54,FALSE
"Lost Embrace (Abrazo partido, El)",Sci-Fi,2/26/2022,Cheston Bothams,Imogene Deroche,2586540.81,7.2,Yombu,Colombia,Norwegian Nynorsk,250797.89,TRUE
Cinderella Man,Drama,1/23/2001,Annadiana Mattiello,Charline Georgeson,8831005.98,1.5,Edgeblab,Peru,Ojibwa,539185,TRUE
Why Me?,Horror,7/8/2009,Pavia Flooks,Wendy Bulfield,177976.59,9.2,Rhycero,China,Kannada,255768.32,TRUE
Juwanna Mann,Action,12/31/2015,Talbot Kirvell,Leontyne Pavey,7583758.66,1.3,BlogXS,Brazil,Swedish,192613.37,FALSE
Cube 2: Hypercube,Comedy,9/16/2009,Malanie Cartman,Roman Crowcum,2958163.6,3.2,Feedfish,Indonesia,Chuvash,492064.86,FALSE
Honeymoon in Vegas,Comedy,7/2/2011,Bebe Foulgham,Harv Brandel,2791990.73,2.2,Browsezoom,Canada,Tsonga,519354,TRUE
Red Army,Drama,7/21/2021,Alisun Gately,Terese Merdew,2323564.75,4.2,Feedspan,Panama,Malay,863103.62,TRUE
Goldengirl,Sci-Fi,8/16/2006,Tory Merrifield,Tobin Fillan,4179526.23,0.5,Tavu,Sweden,Dzongkha,74344.55,TRUE
Welfare,Comedy,12/24/2001,Rollo Cowland,Sibelle Castagneto,1781842.12,6.4,Topdrive,Indonesia,Abkhazian,185228.57,FALSE
Gambling City,Horror,6/16/2021,Constance Kilty,Tanitansy Canelas,1207175.9,9.2,Photofeed,China,Indonesian,778656.16,FALSE
Welcome to Mooseport,Action,3/2/2001,Evanne Barron,Oralla Jovis,1743770.86,3.9,Jabberstorm,Philippines,Mongolian,291241.24,TRUE
This American Journey,Action,12/5/2001,Gerrie Kermit,Rosemonde Spaunton,2371853.9,2.9,Kaymbo,China,Italian,459507.07,FALSE
Bloodlust: Subspecies III,Comedy,4/16/2015,Marylou Birney,Anet Algore,6168807.52,1,Avavee,China,Oromo,409835.51,TRUE
"Sword of Doom, The (Dai-bosatsu tôge)",Action,8/21/2011,Adelbert Baszkiewicz,Alistair Saller,8495741.12,4.5,Thoughtsphere,Vietnam,Kinyarwanda,771631.07,TRUE
Fist of the North Star,Action,5/22/2017,Prentiss Payn,Philis Gentner,2826467.26,5.1,Jabbercube,Argentina,Guarani,803315.52,TRUE
Unbeatable (Ji zhan),Drama,12/10/2015,Rosalia Glasard,Monique Pactat,8578093.65,4.7,Zoonoodle,Indonesia,Chichewa,374281.81,TRUE
"Angriest Man in Brooklyn, The",Horror,12/24/2003,Omar Stannis,Nehemiah Meriot,5376664.44,2.6,Fatz,Brazil,Bambara,554660.81,TRUE
It's a Bikini World,Drama,3/26/2006,Sukey Dodgson,Olive Bisiker,2535381.03,0.1,Vinte,Brazil,Sanskrit,184656.03,TRUE
Tex,Action,9/19/2004,Marcos Helin,Emmalee Checchetelli,3275859.35,4.8,Photobug,Portugal,Romanian,152481.4,TRUE
Annie,Action,12/13/2009,Nikkie Wahlberg,Simona Neubigin,9929035.05,1.8,JumpXS,Indonesia,Luba-Katanga,560503.48,TRUE
"Stig-Helmer Story, The",Sci-Fi,9/8/2009,Rubin Silson,Nicolea Montacute,9995011.03,4.7,Roombo,Russia,Welsh,186429.34,TRUE
How to Deal,Sci-Fi,12/1/2022,Angelita Fasey,Darnall Rosenbaum,5121702.66,2.4,Buzzbean,Saudi Arabia,Albanian,358064.64,FALSE
"Dentist, The",Sci-Fi,7/17/2012,Noel Gatman,Inessa Rassmann,7161822.77,9.2,Brainlounge,United States,Gaelic,245190.07,FALSE
"Vampyros Lesbos (Vampiras, Las)",Comedy,4/8/2017,Karin Dufaur,Theodora Carnow,3766936.36,7.3,Vitz,Democratic Republic of the Congo,Romanian,30701.6,TRUE
"Charter Trip, The (a.k.a. Package Tour, The) (Sällskapsresan)",Sci-Fi,9/24/2010,Lonnie Giamelli,Lazaro Bonnaire,6535777.95,9.7,BlogXS,Ireland,Wolof,211964.4,TRUE
"Piano in a Factory, The (Gang de qin)",Comedy,5/11/2015,Web Tottie,Brandais Zannotelli,7563131.27,6.4,Centizu,Finland,Uzbek,302486.63,TRUE
"Pirates of Penzance, The",Comedy,10/5/2021,Rosina Mufford,Garvey Souch,9983508.29,2.5,Jaxworks,China,Avestan,740082.02,TRUE
Always Leave Them Laughing,Comedy,6/7/2011,Reinold Cristol,Dori Jorczyk,5177801.42,9.2,Gabspot,China,Amharic,827659.42,FALSE
Over My Dead Body,Sci-Fi,1/4/2012,Pearle Kienle,Robinette Whitehouse,9955382.97,8.6,Twitterlist,China,Corsican,315885.77,FALSE
Forklift Driver Klaus: The First Day on the Job,Comedy,7/30/2005,Remus Lintott,Jewel Fitzer,6796909.43,6.1,Rhybox,France,Fijian,233077.46,TRUE
Conversations with My Gardener (Dialogue avec mon jardinier),Sci-Fi,6/4/2003,Constanta Ciotto,Conway Snaden,4453870.93,1,Trudeo,Paraguay,Kazakh,537341.77,FALSE
"Apprenticeship of Duddy Kravitz, The",Sci-Fi,11/20/2020,Hastie Yanuk,Aggy Kobu,6360080.24,9.7,Edgeclub,China,Hindi,847659.82,TRUE
Tap,Action,11/12/2012,Adriaens Hurton,Vanny Bonnier,9571152.55,2,Teklist,Brazil,Pali,950563.7,TRUE
Caravaggio,Action,2/9/2007,Desiri Cruce,Arman Aspole,4130302.66,6,Meembee,Panama,Chamorro,547064.35,TRUE
Man at Bath (Homme au bain),Horror,2/6/2005,Concettina Rigler,Edi Bloore,7227558.41,1.2,Skimia,China,Kalaallisut,381674.4,FALSE
"Devil Dared Me To, The",Comedy,7/25/2010,Madalena Blucher,Suzanna Willshear,1512974.12,5.7,Ntags,Armenia,Czech,506260.6,TRUE
"Love, Marilyn",Sci-Fi,8/26/2020,Harlin Napier,Debee Vasilchenko,9894643.58,6.1,Centidel,Mongolia,Tibetan,433832.16,TRUE
New Kids Turbo,Drama,1/1/2016,Kirsten Elstow,Nari Lahy,7586433.4,3.6,Blognation,Kenya,Spanish,437172.25,TRUE
"Rare Breed, The",Comedy,7/26/2008,Lezlie Randlesome,Gusella Bohin,4795825.81,4.8,Gabtype,Brazil,Belarusian,944557.96,TRUE
Sense & Sensibility,Comedy,12/30/2020,Mile Crocken,Egor Dowley,1775167.52,7.3,Roombo,Nigeria,Malagasy,325341.77,TRUE
Sherlock Holmes,Sci-Fi,8/13/2014,Douglass de Quesne,Bernette Christofor,1781297.61,6.1,Twitterbridge,China,Serbian,832531.07,FALSE
Dreamworld,Comedy,3/21/2004,Hadleigh Doudny,Pennie Filipczak,9498799.49,2.9,Zooxo,Russia,Norwegian,405651.53,FALSE
Six Days,Horror,4/25/2005,Sloan Goundsy,Honey Ryce,1129636.8,1.9,Oyonder,Indonesia,Russian,332664.6,FALSE
"Thousand Clouds of Peace, A (Mil nubes de paz cercan el cielo, amor, jamás acabarás de ser amor)",Sci-Fi,8/21/2000,Tonie Capstaff,Valentine Dubock,6141395.03,5.3,Zoombeat,Indonesia,Albanian,722815.38,TRUE
Preston Sturges: The Rise and Fall of an American Dreamer,Comedy,11/14/2016,Kathryne Rickert,Rogers Braunds,5033936.54,3.7,Kare,Philippines,Guarani,411721.4,TRUE
High Road to China,Sci-Fi,5/20/2021,Neel Stubbin,Van Summerly,6575905.48,6.9,Kimia,Czech Republic,Cornish,573299.2,FALSE
Three (a.k.a. 3 Extremes II) (Saam gaang),Horror,3/20/2010,Baxie Monck,Billi Tregien,9308944.17,4.5,Voonder,China,Oriya,162720.61,FALSE
About a Boy,Action,12/4/2009,Chaddie Breawood,Lowell Nisbith,5402014.75,8.2,Buzzshare,Sweden,Sanskrit,53113.73,TRUE
Mina Tannenbaum,Sci-Fi,4/21/2004,Osborne Flemyng,Teddy Twitching,4295722.86,8.8,Realbuzz,Iran,Samoan,889024.41,FALSE
Critical Condition,Horror,5/3/2021,Twyla Sondon,Olag Geindre,1459217.36,5.4,Demizz,China,Pali,370876.25,TRUE
"Guard, The",Comedy,6/3/2005,Vivia Buttler,Calvin MacAllister,8611736.75,6.8,Realbuzz,Latvia,Ukrainian,549166.35,TRUE
"Lovely, Still",Comedy,3/2/2016,Constancy Balhatchet,Robbert Leyband,8021937.92,8.4,Janyx,Barbados,Czech,348005.89,TRUE
Amar Akbar Anthony,Action,5/1/2011,Lorinda Melody,Barnie Danby,7844412.19,0.5,Voomm,China,Hausa,576745.01,TRUE
Cutlet for Three (Ein Schnitzel für drei),Sci-Fi,10/22/2005,Eric Hurne,Gavan Ogborne,2249415.74,9,Twitterlist,Laos,Tagalog,105660.34,TRUE
Dangerous Corner,Comedy,8/18/2003,Jasmine Northgraves,Jolynn Drane,6381095.68,5.5,Camido,China,Inuktitut,685194.45,FALSE
Joy Ride 2: Dead Ahead,Comedy,9/23/2010,Roobbie Sieb,Paton Inseal,8656742.77,7.4,Gigabox,China,Ganda,583682.93,TRUE
Kickboxer 2: The Road Back,Drama,5/1/2014,Harry Windas,Ava Pashba,8513769.48,2.5,Devbug,Vietnam,Thai,208779.36,FALSE
Jacqueline Susann's Once Is Not Enough,Sci-Fi,6/18/2013,Rosemonde Koopman,Becki Carwardine,2102418.23,6.2,Brainsphere,Poland,Azerbaijani,745156.69,FALSE
Which Way Is Up?,Comedy,9/25/2014,Umberto Swoffer,Johnny Aslie,5929261.91,5.6,Dabvine,Ukraine,Hungarian,702501.38,FALSE
"Cove, The",Comedy,3/11/2005,Shelden Tiffany,Blake Tinn,5097598.39,7.5,Quamba,Czech Republic,Ganda,66811.82,TRUE
Beautiful Lies (De vrais mensonges) (Full Treatment),Sci-Fi,1/3/2021,Twyla Franscioni,Bonnie Cayford,1654118.03,7.3,Linkbridge,China,Zhuang,201187.51,TRUE
Roadside Prophets,Sci-Fi,11/30/2018,Sheilakathryn Reddihough,Howard Congram,2142407.45,0.1,Buzzbean,United States,Divehi,610297.59,FALSE
